"year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
2007,"Peabody Coal Group","Investor-owned Company","Thermal Coal",198.941610402471,"Million tonnes/yr",471.377862293676
2007,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",15.2469045392133,"Million tonnes/yr",45.2317273598407
2008,"Peabody Coal Group","Investor-owned Company","Thermal Coal",215.28835856888,"Million tonnes/yr",510.110308414658
2008,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",16.4997209234043,"Million tonnes/yr",48.9483538380828
2009,"Peabody Coal Group","Investor-owned Company","Thermal Coal",205.261229563753,"Million tonnes/yr",486.351746162058
2009,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",15.7312407726466,"Million tonnes/yr",46.6685675003955
2010,"Peabody Coal Group","Investor-owned Company","Thermal Coal",207.199246075097,"Million tonnes/yr",490.943737140512
2010,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",15.8797705467869,"Million tonnes/yr",47.1091984646318
2011,"Peabody Coal Group","Investor-owned Company","Thermal Coal",192.874776054814,"Million tonnes/yr",457.002933891805
2011,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",14.7819417612862,"Million tonnes/yr",43.852360843209
2012,"Peabody Coal Group","Investor-owned Company","Thermal Coal",192.959037689595,"Million tonnes/yr",457.202585785627
2012,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",14.7883995767643,"Million tonnes/yr",43.871518708879
2013,"Peabody Coal Group","Investor-owned Company","Thermal Coal",187.39777278775,"Million tonnes/yr",444.025567886871
2013,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",14.3621836917058,"Million tonnes/yr",42.6070993862673
2014,"Peabody Coal Group","Investor-owned Company","Thermal Coal",193.464607135407,"Million tonnes/yr",458.400496288742
2014,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",14.8271464696329,"Million tonnes/yr",43.9864659028991
2015,"Peabody Coal Group","Investor-owned Company","Thermal Coal",180.067014644124,"Million tonnes/yr",426.655862797305
2015,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",13.8003536634633,"Million tonnes/yr",40.9403648307594
2016,"Peabody Coal Group","Investor-owned Company","Thermal Coal",151.50233614762,"Million tonnes/yr",358.97390797876
2016,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",11.6111538988681,"Million tonnes/yr",34.4458474266708
2017,"Peabody Coal Group","Investor-owned Company","Thermal Coal",159.338663827777,"Million tonnes/yr",377.541523786395
2017,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",12.2117308290512,"Million tonnes/yr",36.2275292031118
2018,"Peabody Coal Group","Investor-owned Company","Thermal Coal",153.440352658964,"Million tonnes/yr",363.565898957213
2018,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",11.7596836820803,"Million tonnes/yr",34.8864784178201
2019,"Peabody Coal Group","Investor-owned Company","Thermal Coal",137.599174029086,"Million tonnes/yr",326.031363554301
2019,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",10.545614190758,"Million tonnes/yr",31.2847991335981
2020,"Peabody Coal Group","Investor-owned Company","Thermal Coal",109.624326613175,"Million tonnes/yr",259.746971132693
2020,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",8.40161914721023,"Million tonnes/yr",24.9243868268778
2021,"Peabody Coal Group","Investor-owned Company","Thermal Coal",106.927955751674,"Million tonnes/yr",253.35811396966
2021,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",8.1949690219735,"Million tonnes/yr",24.3113350366246
2022,"Peabody Coal Group","Investor-owned Company","Thermal Coal",103.557492265518,"Million tonnes/yr",245.372042730822
2022,"Peabody Coal Group","Investor-owned Company","Metallurgical Coal",7.93665636656157,"Million tonnes/yr",23.5450203021722
1938,"Pemex","State-owned Entity","Oil & NGL",44,"Million bbl/yr",17.5462274625023
1939,"Pemex","State-owned Entity","Oil & NGL",46.61538462,"Million bbl/yr",18.5891850407853
1940,"Pemex","State-owned Entity","Oil & NGL",49.23076923,"Million bbl/yr",19.6321426150805
1941,"Pemex","State-owned Entity","Oil & NGL",51.84615385,"Million bbl/yr",20.6751001933634
1942,"Pemex","State-owned Entity","Oil & NGL",54.46153846,"Million bbl/yr",21.7180577676586
1943,"Pemex","State-owned Entity","Oil & NGL",57.07692308,"Million bbl/yr",22.7610153459415
1944,"Pemex","State-owned Entity","Oil & NGL",59.69230769,"Million bbl/yr",23.8039729202367
1945,"Pemex","State-owned Entity","Oil & NGL",62.30769231,"Million bbl/yr",24.8469304985197
1946,"Pemex","State-owned Entity","Oil & NGL",64.92307692,"Million bbl/yr",25.8898880728149
1947,"Pemex","State-owned Entity","Oil & NGL",67.53846154,"Million bbl/yr",26.9328456510978
1948,"Pemex","State-owned Entity","Oil & NGL",70.15384615,"Million bbl/yr",27.975803225393
1949,"Pemex","State-owned Entity","Oil & NGL",72.76923077,"Million bbl/yr",29.018760803676
1950,"Pemex","State-owned Entity","Oil & NGL",75.38461538,"Million bbl/yr",30.0617183779711
1950,"Pemex","State-owned Entity","Natural Gas",7.3,"Bcf/yr",0.532099849641459
1951,"Pemex","State-owned Entity","Oil & NGL",78,"Million bbl/yr",31.1046759562541
1951,"Pemex","State-owned Entity","Natural Gas",10.95,"Bcf/yr",0.798149774462189
1952,"Pemex","State-owned Entity","Oil & NGL",81.47,"Million bbl/yr",32.4884352584105
1952,"Pemex","State-owned Entity","Natural Gas",14.6,"Bcf/yr",1.06419969928292
1953,"Pemex","State-owned Entity","Oil & NGL",84.94,"Million bbl/yr",33.872194560567
1953,"Pemex","State-owned Entity","Natural Gas",21.9,"Bcf/yr",1.59629954892438
1954,"Pemex","State-owned Entity","Oil & NGL",88.41,"Million bbl/yr",35.2559538627234
1954,"Pemex","State-owned Entity","Natural Gas",29.2,"Bcf/yr",2.12839939856584
1955,"Pemex","State-owned Entity","Oil & NGL",91.88,"Million bbl/yr",36.6397131648798
1955,"Pemex","State-owned Entity","Natural Gas",32.85,"Bcf/yr",2.39444932338657
1956,"Pemex","State-owned Entity","Oil & NGL",95.35,"Million bbl/yr",38.0234724670363
1956,"Pemex","State-owned Entity","Natural Gas",43.8,"Bcf/yr",3.19259909784876
1957,"Pemex","State-owned Entity","Oil & NGL",98.82,"Million bbl/yr",39.4072317691927
1957,"Pemex","State-owned Entity","Natural Gas",65.7,"Bcf/yr",4.78889864677314
1958,"Pemex","State-owned Entity","Oil & NGL",102.29,"Million bbl/yr",40.7909910713491
1958,"Pemex","State-owned Entity","Natural Gas",87.6,"Bcf/yr",6.38519819569751
1959,"Pemex","State-owned Entity","Oil & NGL",105.76,"Million bbl/yr",42.1747503735056
1959,"Pemex","State-owned Entity","Natural Gas",328.81479926,"Bcf/yr",23.9674390748127
1960,"Pemex","State-owned Entity","Oil & NGL",108.77,"Million bbl/yr",43.3750718430995
1960,"Pemex","State-owned Entity","Natural Gas",341.3161889,"Bcf/yr",24.8786702457378
1961,"Pemex","State-owned Entity","Oil & NGL",116.83,"Million bbl/yr",46.5892216919124
1961,"Pemex","State-owned Entity","Natural Gas",360.5626786,"Bcf/yr",26.281554393066
1962,"Pemex","State-owned Entity","Oil & NGL",121.8,"Million bbl/yr",48.5711478393814
1962,"Pemex","State-owned Entity","Natural Gas",371.36896456,"Bcf/yr",27.0692287950521
1963,"Pemex","State-owned Entity","Oil & NGL",125.98,"Million bbl/yr",50.2380394483191
1963,"Pemex","State-owned Entity","Natural Gas",401.56299886,"Bcf/yr",29.270083741778
1964,"Pemex","State-owned Entity","Oil & NGL",129.21,"Million bbl/yr",51.5260920552256
1964,"Pemex","State-owned Entity","Natural Gas",494.40524,"Bcf/yr",36.037390940541
1965,"Pemex","State-owned Entity","Oil & NGL",139.43,"Million bbl/yr",55.6016021612886
1965,"Pemex","State-owned Entity","Natural Gas",484.81762,"Bcf/yr",35.3385455761
1966,"Pemex","State-owned Entity","Oil & NGL",135.926,"Million bbl/yr",54.2042844106384
1966,"Pemex","State-owned Entity","Natural Gas",475.23,"Bcf/yr",34.639700211659
1967,"Pemex","State-owned Entity","Oil & NGL",149.924115,"Million bbl/yr",59.7864232705535
1967,"Pemex","State-owned Entity","Natural Gas",572.685,"Bcf/yr",41.7432332043725
1968,"Pemex","State-owned Entity","Oil & NGL",160.5,"Million bbl/yr",64.0038524484459
1968,"Pemex","State-owned Entity","Natural Gas",575.24,"Bcf/yr",41.929468151747
1969,"Pemex","State-owned Entity","Oil & NGL",168.4,"Million bbl/yr",67.1541978337589
1969,"Pemex","State-owned Entity","Natural Gas",608.82,"Bcf/yr",44.3771274600977
1970,"Pemex","State-owned Entity","Oil & NGL",177.6,"Million bbl/yr",70.8229544850093
1970,"Pemex","State-owned Entity","Natural Gas",665.03,"Bcf/yr",48.4742963023369
1971,"Pemex","State-owned Entity","Oil & NGL",177.39,"Million bbl/yr",70.7392111266656
1971,"Pemex","State-owned Entity","Natural Gas",642.726812,"Bcf/yr",46.8486082227034
1972,"Pemex","State-owned Entity","Oil & NGL",183.509955,"Million bbl/yr",73.1797139105355
1972,"Pemex","State-owned Entity","Natural Gas",642.726812,"Bcf/yr",46.8486082227034
1973,"Pemex","State-owned Entity","Oil & NGL",191.48,"Million bbl/yr",76.3579916936351
1973,"Pemex","State-owned Entity","Natural Gas",676.77014424,"Bcf/yr",49.3300399988949
1974,"Pemex","State-owned Entity","Oil & NGL",238.3,"Million bbl/yr",95.028772825325
1974,"Pemex","State-owned Entity","Natural Gas",744.68023542,"Bcf/yr",54.2800330545135
1975,"Pemex","State-owned Entity","Oil & NGL",294.3,"Million bbl/yr",117.360335050328
1975,"Pemex","State-owned Entity","Natural Gas",786.547,"Bcf/yr",57.3317178679371
1976,"Pemex","State-owned Entity","Oil & NGL",326.389935,"Million bbl/yr",130.157091840485
1976,"Pemex","State-owned Entity","Natural Gas",769.42,"Bcf/yr",56.0833241522098
1977,"Pemex","State-owned Entity","Oil & NGL",405.6949675,"Million bbl/yr",161.782185912443
1977,"Pemex","State-owned Entity","Natural Gas",852.165,"Bcf/yr",62.1146395027006
1978,"Pemex","State-owned Entity","Oil & NGL",485,"Million bbl/yr",193.4072799844
1978,"Pemex","State-owned Entity","Natural Gas",934.91,"Bcf/yr",68.1459548531913
1979,"Pemex","State-owned Entity","Oil & NGL",536.93,"Million bbl/yr",214.115816169122
1979,"Pemex","State-owned Entity","Natural Gas",1064.6,"Bcf/yr",77.5991095792188
1980,"Pemex","State-owned Entity","Oil & NGL",708.6,"Million bbl/yr",282.574017725662
1980,"Pemex","State-owned Entity","Natural Gas",1299,"Bcf/yr",94.684617080035
1981,"Pemex","State-owned Entity","Oil & NGL",843.88,"Million bbl/yr",336.520691614919
1981,"Pemex","State-owned Entity","Natural Gas",1482.2,"Bcf/yr",108.038136594325
1982,"Pemex","State-owned Entity","Oil & NGL",857.7833333,"Million bbl/yr",342.065033627846
1982,"Pemex","State-owned Entity","Natural Gas",1447.983333,"Bcf/yr",105.544070379814
1983,"Pemex","State-owned Entity","Oil & NGL",871.6866667,"Million bbl/yr",347.609375680651
1983,"Pemex","State-owned Entity","Natural Gas",1413.766667,"Bcf/yr",103.050004238193
1984,"Pemex","State-owned Entity","Oil & NGL",885.59,"Million bbl/yr",353.153717693578
1984,"Pemex","State-owned Entity","Natural Gas",1379.55,"Bcf/yr",100.555938023682
1985,"Pemex","State-owned Entity","Oil & NGL",899.4933333,"Million bbl/yr",358.698059706505
1985,"Pemex","State-owned Entity","Natural Gas",1345.333333,"Bcf/yr",98.0618718091703
1986,"Pemex","State-owned Entity","Oil & NGL",913.3966667,"Million bbl/yr",364.242401759309
1986,"Pemex","State-owned Entity","Natural Gas",1311.116667,"Bcf/yr",95.5678056675495
1987,"Pemex","State-owned Entity","Oil & NGL",927.3,"Million bbl/yr",369.786743772236
1987,"Pemex","State-owned Entity","Natural Gas",1276.9,"Bcf/yr",93.0737394530383
1988,"Pemex","State-owned Entity","Oil & NGL",917.4,"Million bbl/yr",365.838842593173
1988,"Pemex","State-owned Entity","Natural Gas",1273.1,"Bcf/yr",92.7967559696633
1989,"Pemex","State-owned Entity","Oil & NGL",917.4,"Million bbl/yr",365.838842593173
1989,"Pemex","State-owned Entity","Natural Gas",1303.7,"Bcf/yr",95.0272019147357
1990,"Pemex","State-owned Entity","Oil & NGL",963.6,"Million bbl/yr",384.262381428801
1990,"Pemex","State-owned Entity","Natural Gas",1332.8,"Bcf/yr",97.1483122742654
1991,"Pemex","State-owned Entity","Oil & NGL",1013,"Million bbl/yr",403.962009534428
1991,"Pemex","State-owned Entity","Natural Gas",1326.2,"Bcf/yr",96.6672356978772
1992,"Pemex","State-owned Entity","Oil & NGL",973.1,"Million bbl/yr",388.050771449114
1992,"Pemex","State-owned Entity","Natural Gas",1311.6,"Bcf/yr",95.6030359985942
1993,"Pemex","State-owned Entity","Oil & NGL",975.7,"Million bbl/yr",389.087593980989
1993,"Pemex","State-owned Entity","Natural Gas",1310.7,"Bcf/yr",95.5374346472686
1994,"Pemex","State-owned Entity","Oil & NGL",1147,"Million bbl/yr",457.398247715685
1994,"Pemex","State-owned Entity","Natural Gas",1323,"Bcf/yr",96.4339864487193
1995,"Pemex","State-owned Entity","Oil & NGL",1119,"Million bbl/yr",446.232466603184
1995,"Pemex","State-owned Entity","Natural Gas",1372,"Bcf/yr",100.00561557645
1996,"Pemex","State-owned Entity","Oil & NGL",1199,"Million bbl/yr",478.134698353188
1996,"Pemex","State-owned Entity","Natural Gas",1535,"Bcf/yr",111.88674920543
1997,"Pemex","State-owned Entity","Oil & NGL",1245,"Million bbl/yr",496.47848160944
1997,"Pemex","State-owned Entity","Natural Gas",1630,"Bcf/yr",118.811336289805
1998,"Pemex","State-owned Entity","Oil & NGL",1278,"Million bbl/yr",509.638152206317
1998,"Pemex","State-owned Entity","Natural Gas",1749,"Bcf/yr",127.485292742865
1999,"Pemex","State-owned Entity","Oil & NGL",1220,"Million bbl/yr",486.509034187564
1999,"Pemex","State-owned Entity","Natural Gas",1748,"Bcf/yr",127.412402352503
2000,"Pemex","State-owned Entity","Oil & NGL",1259.25,"Million bbl/yr",502.16106663991
2000,"Pemex","State-owned Entity","Natural Gas",1707.835,"Bcf/yr",124.484759823619
2001,"Pemex","State-owned Entity","Oil & NGL",1299.4,"Million bbl/yr",518.171999199444
2001,"Pemex","State-owned Entity","Natural Gas",1646.515,"Bcf/yr",120.015121086631
2002,"Pemex","State-owned Entity","Oil & NGL",1308.525,"Million bbl/yr",521.810847508428
2002,"Pemex","State-owned Entity","Natural Gas",1614.395,"Bcf/yr",117.673881748209
2003,"Pemex","State-owned Entity","Oil & NGL",1382.985,"Million bbl/yr",551.503849709745
2003,"Pemex","State-owned Entity","Natural Gas",1641.77,"Bcf/yr",119.669256184364
2004,"Pemex","State-owned Entity","Oil & NGL",1396.125,"Million bbl/yr",556.743791274683
2004,"Pemex","State-owned Entity","Natural Gas",1669.145,"Bcf/yr",121.66463062052
2005,"Pemex","State-owned Entity","Oil & NGL",1372.4,"Million bbl/yr",547.282785671322
2005,"Pemex","State-owned Entity","Natural Gas",1758.57,"Bcf/yr",128.182853778628
2006,"Pemex","State-owned Entity","Oil & NGL",1344.295,"Million bbl/yr",536.075132879649
2006,"Pemex","State-owned Entity","Natural Gas",1954.94,"Bcf/yr",142.496339733983
2007,"Pemex","State-owned Entity","Oil & NGL",1266.915,"Million bbl/yr",505.217699219457
2007,"Pemex","State-owned Entity","Natural Gas",1563.295,"Bcf/yr",113.949182800719
2008,"Pemex","State-owned Entity","Oil & NGL",1152.67,"Million bbl/yr",459.659318390967
2008,"Pemex","State-owned Entity","Natural Gas",1547.6,"Bcf/yr",112.805168123989
2009,"Pemex","State-owned Entity","Oil & NGL",1084.415,"Million bbl/yr",432.44073303976
2009,"Pemex","State-owned Entity","Natural Gas",1619.14,"Bcf/yr",118.019746650476
2010,"Pemex","State-owned Entity","Oil & NGL",1078.21,"Million bbl/yr",429.96631618965
2010,"Pemex","State-owned Entity","Natural Gas",1632.28,"Bcf/yr",118.97752637983
2011,"Pemex","State-owned Entity","Oil & NGL",1072.005,"Million bbl/yr",427.491899339541
2011,"Pemex","State-owned Entity","Natural Gas",1652.355,"Bcf/yr",120.440800966344
